ad_format,page_position,device_type,clutter_score,time_in_view_sec,scroll_velocity,domain_quality_score,attention_score,conversion
Video,Sidebar,Tablet,2.6787545111580213,7.552500038588928,56.972873811508975,90.17208505659653,91.3444691190903,0
Banner,Middle,Desktop,9.792195102272194,9.751291266847524,90.68824651577592,95.332331818696,52.721401429279354,0
Video,Top,Mobile,3.0397343990477435,6.442351835288727,41.99279386991133,5.833303933606981,56.71014028727478,0
Video,Bottom,Mobile,9.77805923759605,11.362747648231856,53.49855919485712,37.910340502100226,28.735702024381165,0
Banner,Sidebar,Desktop,3.3021498661208715,20.31612270234222,49.91241912219465,36.34524324577295,50.09659500425458,0
Rich Media,Top,Mobile,2.3141846558856196,16.30734692721441,50.332067466418636,18.708870389216838,84.62848881788321,0
Native,Bottom,Desktop,1.833641829018473,4.4852634206266435,32.51795509623088,15.436044172368902,30.012749071893495,0
Rich Media,Bottom,Tablet,4.11854505273997,1.2693026408384056,76.16874044875715,37.09946809708269,31.98877857991068,0
Native,Middle,Desktop,2.368064485350272,0.5622357916867305,31.656353204063414,71.18051589260239,65.51310837102747,0
Video,Bottom,Desktop,6.969379638270531,25.517864890274794,87.16117384740582,73.06502203977826,92.28077568740248,0
Rich Media,Sidebar,Mobile,2.397717353639784,1.8436670034282385,82.77421876130525,57.724253325740314,35.26909857969441,0
Banner,Top,Mobile,8.35396844997869,0.1728074292747579,55.01789231032807,78.59141647440221,12.401861933925275,1
Banner,Top,Desktop,8.34011258488167,2.4800635305188297,50.112776245191995,70.38160895183748,39.742161978317014,0
Banner,Sidebar,Desktop,2.8552637404806616,6.8936102230723995,34.46046384316284,79.55435534953425,33.24745984064447,0
Banner,Bottom,Desktop,7.535401304868298,11.072870459914483,51.41896981012828,97.48373082526493,23.4939512844592,0
Banner,Middle,Desktop,8.575458759794532,3.2462624856950173,71.60210081889048,57.94931833295216,17.1213008372399,0
Banner,Bottom,Mobile,5.901328439371466,1.7409049929608367,36.31535891453358,76.64609016906458,3.1668372709126427,0
Native,Bottom,Desktop,3.663324108640549,7.534501420502106,79.3576386949963,83.33226073074334,54.831220013979895,0
Banner,Bottom,Mobile,4.409671867126791,3.5035621500713,70.50115518647935,91.29282849420375,27.194003660649237,0
Banner,Sidebar,Mobile,7.862288650347819,0.4497854177111516,47.87786808602515,54.52335178884052,14.6333046966036,0
Video,Middle,Tablet,2.9331746399681413,10.93512068304827,65.92196804111089,91.89027131996242,97.94398331525956,0
Banner,Top,Mobile,3.34462334376194,5.332764339469312,31.74814094685465,53.89811784528178,47.41164664681586,1
Native,Bottom,Desktop,1.6078433625785071,0.1875339302726809,47.93970132624387,69.3063111757763,58.741015963083655,0
Banner,Middle,Desktop,3.990524030130026,0.04549000311915589,94.33926927326105,34.81260515203931,21.76877319617675,0
Rich Media,Bottom,Tablet,0.8651513224948593,0.4590502168451066,73.88146136751443,98.50236981294283,41.256664226428676,0
Native,Middle,Mobile,3.210344409891115,8.628605760300282,59.96595494475518,21.738630724367436,32.21733758098311,1
Banner,Top,Desktop,3.73479380947857,3.282222130183881,51.37904754928842,25.801669519189584,24.755993432955755,0
Banner,Middle,Tablet,2.554791324241321,2.0421063309982537,48.51570353849934,25.170636609260754,42.804949125733046,0
Native,Bottom,Mobile,1.0135811913498816,1.4337019956663752,49.424872097844975,42.09982455102439,22.496352941715827,0
Native,Bottom,Tablet,5.216672425615551,3.5347904079550956,34.525435527818615,76.80414388949359,18.79436971640838,0
Native,Middle,Mobile,8.650811697554708,0.43345836678287925,63.04137432629097,98.42089886975191,44.18801486522211,0
Native,Top,Mobile,3.3564474580047046,4.800957879273816,70.88799530211881,61.76452957797439,56.54461105356285,0
Banner,Middle,Mobile,2.3680157142013867,2.3944339456584602,44.95727656845352,61.75615086238332,24.39542004301861,0
Banner,Bottom,Desktop,2.8503821769050344,9.775159276238027,59.34799500053728,52.76583162118334,35.99776680605777,0
Banner,Middle,Tablet,8.618871813042368,7.0208021494147275,35.446997370322904,90.20112253512781,37.15965041650005,0
Native,Bottom,Desktop,5.278075896077976,0.09268463858721371,48.665228644158226,33.17501897808294,19.89287039073818,1
Video,Bottom,Desktop,1.3079035127077476,0.9105962665699927,33.07557806134835,18.987566782868935,32.79026547244672,0
Banner,Top,Mobile,7.092216490554625,3.2125984213677974,45.460752972570475,22.885708276506822,31.871198827552025,0
Banner,Bottom,Mobile,1.5436893323344947,5.374678010898959,52.387991460695076,86.00056831314684,32.575877488385316,0
Banner,Top,Mobile,0.6024440294223665,6.278540623999183,62.0887463096501,16.967618090639604,40.78704537958239,0
Banner,Bottom,Desktop,2.556848764979173,8.470712387222063,37.747526129442306,49.953621366952916,19.4681220651695,0
Native,Top,Desktop,1.6809017951676586,0.25235560790069433,59.52332900551563,32.17116519444867,35.01984349240051,0
Video,Top,Desktop,6.049974743746681,0.0932807438370444,30.87319286320621,18.333443432531148,58.14872121535808,0
Native,Bottom,Desktop,4.845664073400418,4.5877793254106,56.34248084896413,57.217597846530886,40.50989196130166,0
Video,Middle,Mobile,7.240645504928672,6.433638034152739,94.22024286494948,85.51620856608298,51.42529420509311,0
Banner,Bottom,Desktop,5.115710502602458,7.725187373862327,42.572240759746116,31.961854881981257,31.706335022572965,0
Native,Bottom,Desktop,4.1900593520938765,0.8463292802434096,23.324984853520284,11.974909462832139,17.64263110597613,0
Native,Bottom,Desktop,5.2621869043774305,17.326442761349504,67.93332250292968,62.29908447656709,50.02106705548159,0
Video,Middle,Mobile,4.344861130877779,1.3031179748253758,55.72063924472654,73.97623262391876,52.22779846553855,0
Native,Bottom,Desktop,0.3708689391403952,1.440613380522116,59.16748385841421,55.90618161058355,40.84605895914133,0
Video,Bottom,Mobile,6.8069911299624,0.837888159848918,75.43752412232081,11.747792027162651,20.16704176464863,0
Video,Middle,Desktop,9.621303262144554,0.22105241074529988,35.78529711365864,0.46753441982139154,7.443494509507201,0
Video,Bottom,Desktop,4.220335570360464,8.296401426006325,36.37594065466675,8.623499866001339,54.93011265997789,0
Banner,Sidebar,Mobile,4.237329837680467,0.028297609212491345,60.89150901795852,92.26926733322162,22.17890459662309,0
Banner,Top,Desktop,0.45768878637246546,3.1160524844810507,70.79225315249295,57.75450053392513,54.12181407276863,0
Banner,Sidebar,Mobile,8.903790846867484,0.48237379947402426,54.74550020645822,37.2832217189625,16.443220910078274,0
Video,Top,Mobile,9.291213874629298,0.22914832638444266,48.57136665784269,18.30636278188168,14.928384021207107,0
Banner,Middle,Mobile,8.131391180141431,13.640519337596302,56.455859108231124,69.89726010228691,62.132846928232254,0
Video,Top,Mobile,1.063454715418567,8.726283270178962,64.6709564794432,76.42876036472278,100.0,0
Rich Media,Bottom,Mobile,9.002236811539392,2.511611559270003,21.04012293427971,80.7530912410927,23.67189270081502,0
Banner,Top,Mobile,0.2395566339504085,3.0679265959137103,30.19753308223376,1.8399062706633051,8.408824614218783,0
Video,Sidebar,Desktop,4.445743232363087,10.129032200488751,48.22418929845766,76.99571448800558,45.04692185555965,0
Native,Sidebar,Desktop,5.006236541013945,7.968731363591268,63.80168784122345,15.983095917419055,33.010060485054396,0
Banner,Bottom,Tablet,8.340021010263388,5.882031449985816,93.43064083919452,79.66506042376933,15.004585861713732,0
Banner,Middle,Tablet,7.50859213453971,3.845449805090548,47.73262419225543,15.1082492498415,20.518402437337592,0
Banner,Sidebar,Desktop,7.970968964998858,4.6802028788964565,54.90500172766934,24.49071728882293,6.38374810379384,0
Banner,Sidebar,Desktop,8.679009495573746,2.4990851506209775,36.69943970429935,77.78800976577499,38.95345365511568,0
Rich Media,Middle,Desktop,4.760709204927257,3.754909373510589,63.142626983522106,62.91181430409932,47.48636854112599,0
Native,Bottom,Mobile,7.802523535171715,3.8793601959007384,28.0410778692133,3.4820334823129073,3.218209704125173,0
Video,Bottom,Desktop,0.6803309440543892,10.006465816045873,49.771776860106826,16.572470100915904,43.98295255623131,0
Native,Bottom,Mobile,4.445464227505388,1.2336864032523318,30.998688070921673,23.098804538434557,21.70357039948118,0
Native,Middle,Tablet,0.3013267486964111,1.4159384852861643,7.752771854133655,84.3252634832419,73.019037833463,0
Banner,Middle,Tablet,9.153150653185941,1.1845491731994209,103.87578329321686,61.40259095650325,11.270910469212424,0
Native,Top,Desktop,9.584137819529207,4.327605190573795,66.03816009814747,18.434745122824637,29.04341110234885,0
Video,Middle,Tablet,0.8393906028816278,5.93980367806426,66.17701295891739,25.525782815880316,75.37273146436603,0
Native,Bottom,Mobile,5.326266444077605,1.3623421510165266,68.17850112787826,45.490584008530234,21.71667912620147,0
Native,Sidebar,Desktop,3.2513960633686914,5.6499193234284295,78.5012949653754,8.374495535410665,14.368962386700002,0
Banner,Sidebar,Desktop,3.4253428466287805,4.945532075057518,53.24776961755996,41.30188829820314,29.25520526319313,0
Banner,Bottom,Mobile,4.507000613754847,1.9362464203248273,67.36373056224889,79.32757637227093,27.853956019990022,0
Banner,Bottom,Tablet,1.2506596525455072,1.305647616086945,39.989763022026565,39.547285552474186,18.298532805382923,0
Video,Top,Desktop,1.8077019878391265,10.677137709338098,46.55558361093303,78.57873899915133,100.0,0
Native,Bottom,Desktop,5.773686601279447,4.216001480222324,19.29922111896907,62.459269428878926,29.77163732922507,0
Native,Top,Desktop,0.18755909437488283,6.085276911919432,54.03862349023431,40.43605100088521,85.67185677396556,0
Banner,Top,Tablet,5.998010220142007,12.973975014683795,39.40009219466117,89.33536288436169,80.66139705745107,0
Video,Bottom,Tablet,3.189171877866693,1.1495667622614554,47.33768238299705,44.14923214165757,23.0762677756854,0
Video,Middle,Desktop,8.322064148040017,2.1581800131156297,66.58253520862522,73.48333394341023,57.195759070332166,0
Banner,Top,Desktop,6.000065077286838,2.8497833385053006,56.04126530570036,79.9481411984161,56.956810078336986,0
Banner,Sidebar,Tablet,7.080912007121719,1.3256547607592486,70.60108756637044,91.59274765719154,27.477540166367664,0
Banner,Middle,Mobile,1.1442518123794532,9.176066487180579,38.18443444190707,27.7585993836313,47.4999469602078,0
Rich Media,Top,Tablet,2.658623646816886,0.43543749448611047,57.6371991537876,20.11264828976278,33.8686150597681,0
Banner,Top,Mobile,9.966696089720365,1.3666572307121638,37.20978369898934,44.810528165813714,12.851308110917612,0
Video,Top,Desktop,4.3365224690922375,1.0599927930481066,46.47908763494673,87.52059604269556,84.20318384868749,0
Native,Top,Mobile,3.5886520532420962,15.32988628752097,43.86985299513324,32.948273166879396,69.5032471189115,0
Banner,Bottom,Desktop,8.738553589772742,4.935634033025614,29.724180404286905,27.3350072852273,3.1855866733050675,0
Rich Media,Middle,Mobile,0.33074608863134847,6.29769554995038,41.74351014738989,3.564204199615739,35.5788543152126,0
Rich Media,Sidebar,Mobile,5.347733616761196,0.5738067187710983,61.549517660150784,70.05128955783866,36.68698151902555,0
Banner,Top,Tablet,2.1025721378592435,1.0784231729552276,31.682083035857705,69.97899193154356,32.0090632298929,0
Video,Middle,Tablet,3.6815279145376323,8.300721932135781,36.72115815554652,83.44054816021523,85.083731543834,0
Banner,Bottom,Desktop,1.99777071870328,4.193534361117718,74.87358515642441,49.584190546619844,31.557719449764683,0
Banner,Bottom,Desktop,0.3782275954870773,0.2308559878238495,78.35753756121244,89.04079489020494,27.641100969277243,0
Banner,Bottom,Desktop,4.165121339685567,4.169750633319031,66.64116793751306,8.600566767778439,1.1380700200057294,0
Video,Sidebar,Mobile,7.892030211950896,3.225457257099365,84.16027622524561,56.306573361977726,30.202054119176953,0
Video,Top,Mobile,9.51954432626891,0.8343696336110967,77.2931018409895,47.68348467824871,21.09452264131334,0
Banner,Middle,Tablet,6.238529746100124,4.493983644470697,48.23081673687037,89.75412114136981,43.66033514226504,0
Banner,Sidebar,Mobile,3.888370923527215,0.9546987230964963,89.7830802226818,90.82916223276396,25.986534232109445,0
Rich Media,Top,Desktop,7.698552735473022,8.34196309269829,81.19049721555075,97.64132637091905,91.0972091813205,0
Banner,Top,Desktop,5.052239834292209,4.818082287953911,48.55092701006621,35.224513487098186,27.23948262904124,0
Banner,Top,Desktop,3.676202798906616,10.251811163568288,55.02455096376619,37.9703110906936,48.92583099563913,0
Video,Bottom,Mobile,1.7908969255297469,2.764024972396124,36.76325695186478,19.271356280565577,30.899930940533164,0
Rich Media,Top,Tablet,7.961299843370574,3.586388871721198,48.08543324399159,74.27374803927158,63.75427693628433,0
Banner,Top,Desktop,5.004257905170166,7.147772844268225,18.912223390003962,83.32158791974867,67.25669700900126,0
Video,Middle,Mobile,9.638037413110629,3.9513330781259564,38.270097835153166,85.21681769977545,49.64331968867499,0
Native,Bottom,Desktop,8.0190960034872,4.242975686362158,65.87748069511527,99.04045609402607,40.975575556700214,1
Banner,Top,Desktop,4.20016119142277,4.029776665747793,29.514273407962897,56.2067918600641,32.8246145366766,1
Native,Middle,Mobile,7.408500408674572,3.379636474819458,43.73605902939876,21.438002331523332,24.256731588770407,0
Banner,Bottom,Desktop,4.53391492852071,8.19168218514882,61.17078224169806,60.11970249282748,34.860009285434444,1
Video,Sidebar,Tablet,0.7986572841426465,3.3199970881293717,44.20863737505644,36.260130895963485,15.67797682774183,0
Video,Bottom,Desktop,5.1668105155821875,11.552811427751248,73.02989353402404,33.37900932700404,53.718649055326566,0
Video,Bottom,Desktop,8.657286195341495,8.26738386797045,73.9395057698172,70.04031248844763,56.40124176629922,0
Banner,Middle,Mobile,8.554413185170164,5.895426361621068,37.64120850060493,20.306996388107635,19.483209489288466,0
Native,Top,Tablet,5.7496691363997465,11.446296710605505,41.26115665524618,54.496812166718364,55.272736294129686,0
Banner,Middle,Mobile,3.8002353641484996,3.851148903369178,50.89866373237817,14.108488610355597,20.456804528348147,0
Banner,Sidebar,Desktop,0.10100602310371798,8.62539248487654,36.69910686133925,89.08771658818753,40.69113829885231,0
Banner,Middle,Desktop,3.114097789395127,1.384192320373755,82.67390295909911,8.870620304369915,16.985019463912774,0
Video,Sidebar,Desktop,9.898085773077343,0.3788771712101622,41.75213137556408,93.19971652258246,43.30848950689239,0
Video,Sidebar,Desktop,7.264910332929944,5.7759232652278225,68.21717147707952,99.96225417425646,67.81483595172955,0
Banner,Top,Tablet,7.175885638250628,1.7948901138294517,20.054642032796984,23.544542202797626,20.960597740125888,0
Video,Top,Desktop,7.6108339033176104,5.033877020516612,34.5423106173416,9.274766019047377,32.05517956230485,0
Banner,Top,Desktop,6.201133833419443,0.40276689468260013,28.292838626844436,3.1647103200890148,25.546319231124265,0
Video,Middle,Mobile,5.858586571750079,15.577959125800563,25.115826156552906,14.570231822998291,54.776965312653175,0
Banner,Top,Mobile,4.536192553624145,3.619214324628307,39.67284530051114,91.52158682074915,35.84798400257127,0
Video,Sidebar,Desktop,4.43933993669687,0.04785959930590873,57.34971785661289,73.00350926754375,43.777966281106536,0
Banner,Top,Desktop,8.708484554371987,3.232051635558066,80.66883587160446,9.211233011132148,2.769375710605699,0
Rich Media,Middle,Desktop,3.934562616967805,7.796596409311967,45.9558501238561,96.1401176054815,88.3884539304354,0
Banner,Top,Desktop,8.402917840677217,10.020523067724259,51.63739395907549,65.49561043750843,53.89018294865827,0
Banner,Sidebar,Desktop,8.377344256249371,3.092624235093591,56.78551560696105,92.96927070521953,21.03654048004924,0
Banner,Bottom,Mobile,7.708981993415111,0.6730112645906544,35.430935087061286,71.33938993455364,21.359934249083192,0
Rich Media,Sidebar,Desktop,0.37642399863446196,11.831350273226226,49.523641637993315,37.56022132980322,46.24283201190803,0
Native,Sidebar,Desktop,1.4797224440361978,19.861623860613495,91.7532160914439,6.741078728955985,46.75725136865398,0
Banner,Middle,Desktop,3.14705142186515,0.32639482701921935,57.76320046769791,1.6388528871263963,24.34293449217062,0
Video,Top,Tablet,8.475333422594817,0.40641800558567365,91.7479705917846,60.97689459694816,31.431382642166817,0
Native,Top,Mobile,8.732593813561659,4.168883955402679,50.48000373495074,50.27382106783859,27.669689869705373,0
Video,Top,Mobile,0.4155729435549216,3.8167801928339347,37.59459496184945,57.988949775383716,100.0,0
Video,Bottom,Desktop,3.247245531285988,4.441610842907556,70.87021254184835,96.38311966767125,73.96102855558279,0
Banner,Top,Mobile,8.503842046380706,1.9071265757214104,75.27710716253871,90.34203224858184,20.437712348833752,0
Banner,Top,Desktop,2.496932490352383,0.2582724466095442,40.06964374856781,35.68913331538602,32.8660203433839,0
Native,Bottom,Desktop,9.760033065971319,4.341684864990536,57.28976054344364,31.847382257092328,13.962473186726525,0
Rich Media,Bottom,Mobile,4.893037665760273,0.8211052387302904,48.72852232780003,28.405243699276127,20.488199723102714,0
Video,Bottom,Mobile,9.3731268939841,2.087125064808716,22.385614323905703,94.06077010901174,19.650788351546012,0
Banner,Middle,Tablet,4.2882639436526295,4.366745055491508,23.540168444177873,90.8241069439748,34.97548498139222,0
Banner,Sidebar,Mobile,3.237989270876299,1.1690421148384453,45.894260849246514,93.69864549942642,31.68271114344741,0
Native,Bottom,Desktop,3.624101752088528,3.9094848302183776,73.00015813473527,23.17616543050025,32.38905605877833,0
Native,Top,Desktop,8.843005825306731,6.271388604224434,67.0063040509904,46.983528259751274,40.47840194853505,1
Native,Bottom,Desktop,3.3068938628833267,0.3402187232140341,31.674241219754663,35.50763634037886,20.202468032592527,0
Native,Sidebar,Desktop,6.693462214597103,4.830981980256831,27.550547236786013,32.28662247739082,28.86811424452426,0
Video,Top,Mobile,4.698426821245846,3.5609803964235445,32.52615964730402,9.642581439357933,39.63167352387122,0
Banner,Middle,Mobile,9.416711887268475,0.5126192941221827,30.84713635383506,84.03469407418177,26.032005839268873,0
Banner,Middle,Tablet,1.5936347207114099,6.126753631726967,32.36478971225578,29.71216946025258,60.538448453892,0
Native,Top,Mobile,4.286568301018422,1.8617698520468815,9.487854733479566,35.12282979330692,35.03975940281315,0
Video,Sidebar,Mobile,1.2463381190312195,1.0062797893376505,1.1459097623699037,60.59375959308998,40.70974108710402,0
Banner,Top,Desktop,5.7813934196018915,1.6596007301390945,0.0,92.61494790473841,51.72696613912697,0
Banner,Bottom,Desktop,4.028991913380774,3.9504965372472904,18.98965163753094,72.41659592018898,28.552938358047236,0
Video,Bottom,Mobile,0.6093723248441663,4.338172736650488,73.32853416572884,64.29194573919234,37.89186822169458,0
Banner,Bottom,Tablet,8.498381097667531,0.9295489626830462,122.11181367327559,9.569841365944198,0.0,0
Banner,Top,Desktop,3.755147828664389,13.794353015117675,90.39983314708661,62.36631228190442,54.913743042076554,0
Video,Top,Mobile,4.936307409504639,1.9945105137971184,54.97645931756234,26.62668701076153,30.106613827590678,0
Video,Top,Mobile,4.075133354835784,1.561859519221482,34.483795451096036,63.944385308702934,54.96917916096761,0
Video,Top,Tablet,4.886526784499662,1.0334164084409323,41.37516045301244,32.74007248946723,52.32798282434686,0
Banner,Middle,Desktop,0.1632519766810081,0.6421631131196812,52.80950737026061,7.664625272326209,19.477317677300324,0
Native,Sidebar,Mobile,8.15459529307975,20.10972388507411,91.34139812993357,84.46060550855765,61.03679450943527,0
Banner,Middle,Desktop,3.3230801194614368,5.6154054346049875,30.167664855584338,55.472442534896594,50.113783523677455,0
Banner,Bottom,Mobile,7.244617644261435,7.733037018287313,50.05907911661305,28.114977621593184,31.842610158646472,0
Native,Middle,Desktop,0.6488679538113173,2.566535097227565,51.94719501419055,35.73022310827898,54.63482728845125,1
Video,Bottom,Desktop,5.238252524980913,2.6773924640257043,48.23535423082656,61.79323138290148,41.689847187646286,0
Native,Sidebar,Mobile,9.087919720707374,21.672556270042836,9.824982344187603,67.94648722411674,44.294725015348305,0
Video,Top,Desktop,3.982480355036875,1.1200336814475322,44.484767274002024,48.681557120859175,68.0931252743822,0
Video,Sidebar,Mobile,1.9725901008403057,1.979548021599281,22.95259267094421,52.57933208904389,48.324992159424866,0
Banner,Bottom,Mobile,0.9908115711509724,1.0855684627036393,95.75942327887545,10.660501020520474,0.0,0
Banner,Sidebar,Mobile,8.590879634880926,1.6607759773266837,61.41963093409068,14.693756836487736,9.004561073466418,0
Banner,Bottom,Desktop,2.3880622735961743,5.446888159407589,72.32896921867096,21.009388343637625,20.076603601558723,0
Banner,Middle,Desktop,9.750711114986512,1.8474757417180943,32.30153638248768,53.031882805698004,19.001602857629578,0
Rich Media,Top,Desktop,2.4782278332790773,10.41817352417354,41.01619602708735,41.98296598262179,97.65024675821964,0
Banner,Top,Desktop,4.8099099574279975,0.24936913556961088,90.84056054797202,57.09268326134199,29.378084498196547,0
Native,Bottom,Mobile,4.579941317991669,2.1903640288696584,70.48142222651617,17.28437912315577,15.85869671372986,0
Video,Sidebar,Desktop,0.620096193665074,9.855878504829533,58.431215318990226,96.80108192598362,100.0,0
Native,Bottom,Desktop,5.318394198174479,4.8560895919216565,76.87330379043263,61.51863493997855,46.217339358951605,0
Video,Middle,Desktop,6.7264097968853696,7.369304470926643,89.2236348364348,12.807102408986548,28.974818491683813,0
Video,Sidebar,Desktop,7.421356632912185,1.9551932987774023,80.35059033011498,37.02586789562965,24.305082851461723,0
Video,Bottom,Tablet,5.225917563109292,2.3046631625514586,70.99031435946227,98.02048466656484,36.45241562240678,0
Banner,Top,Tablet,8.125851651213527,10.956508748525831,72.91630423468602,96.63701693246006,80.76412948035633,0
Native,Top,Mobile,7.520975018439174,6.923042699306756,43.41071988458303,7.011078849060426,33.725019880419325,0
Banner,Top,Desktop,1.9397431208722093,2.424657361777383,53.91353389825947,83.08999501283219,50.963515780663066,0
Banner,Sidebar,Tablet,4.016016818985069,1.2126401458538503,63.61331670173064,64.19266650429293,37.1298568518898,0
Video,Sidebar,Tablet,1.425818512087107,0.5618696011093428,56.36455145026806,18.507013715682263,13.884860827539075,0
Banner,Top,Mobile,1.3342365377092147,9.896278983295726,60.06069012297251,83.32536649454887,54.60174047534598,0
Rich Media,Top,Mobile,7.121273546232116,5.980819440571922,47.17662867497341,63.96573732072769,52.16487241209676,0
Rich Media,Bottom,Desktop,5.304591323775849,4.674082947702406,0.0,11.325016527688502,21.71345254452658,0
Rich Media,Sidebar,Desktop,6.0094980847810255,7.493684683987981,63.53180600084013,84.79539510929412,60.630311378715966,0
Banner,Bottom,Mobile,7.321842832725891,12.324898134401431,52.16142204742336,75.91705507150101,16.0972600895353,0
Banner,Bottom,Mobile,2.772349321617468,7.168801467613691,52.53995747181154,0.7318396678780092,8.825883772286193,0
Rich Media,Top,Desktop,4.0136195865265565,2.729323064870599,94.02118578041781,25.449218558964436,39.97214891721643,0
Video,Bottom,Desktop,6.068030889836208,0.9707778207645634,57.133584171315896,26.940045876290718,25.143007098874687,0
Rich Media,Top,Mobile,0.9662898141836118,6.2557444898630985,33.90154232177653,45.941755007492404,73.21037152167308,0
Rich Media,Sidebar,Mobile,8.33054081195257,1.416600287864246,63.75843731657797,23.03609489319608,11.402375555432497,0
